sent_id;token_index;surface;gold_tag;candidate_tags_raw;candidate_tags_unique;raw_candidate_count;unique_tag_count;raw_analysis_ambiguous;tag_ambiguous;gold_in_candidates
sent_11;0;Зэмос;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;1;удмурт;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;2;сямъя,;STEM-ADV;"[""STEM-ADV""]";"[""STEM-ADV""]";1;1;False;False;True
sent_11;3;Надежда;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;4;быдэс;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;5;жок;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;6;тыр;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;7;сиен-юон;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;8;дасям;STEM-PTCP.PST;"[""STEM-EVID"", ""STEM-1PL"", ""STEM-PTCP.PST"", ""STEM""]";"[""STEM-EVID"", ""STEM-1PL"", ""STEM-PTCP.PST"", ""STEM""]";4;4;True;True;True
sent_11;9;-;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;10;мынам;STEM-DEB;"[""STEM"", ""STEM-DEB""]";"[""STEM"", ""STEM-DEB""]";2;2;True;True;True
sent_11;11;яратоно;STEM-PL-ILL;"[""STEM-PL-P.1SG"", ""STEM-PL-ILL""]";"[""STEM-PL-P.1SG"", ""STEM-PL-ILL""]";2;2;True;True;True
sent_11;12;коньыгубиосы,;STEM-PTCP.PST;"[""STEM-EVID"", ""STEM"", ""STEM-PTCP.PST""]";"[""STEM-EVID"", ""STEM"", ""STEM-PTCP.PST""]";3;3;True;True;True
sent_11;13;пыжем;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_11;14;картошка,;STEM-NEG.ATTR;"[""STEM-NEG.ATTR"", ""STEM-EVID"", ""STEM-PTCP.PST""]";"[""STEM-NEG.ATTR"", ""STEM-EVID"", ""STEM-PTCP.PST""]";3;3;True;True;True
sent_11;15;сылалтэм;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;0;Мыным;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;1;туж;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;2;ӝож;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;3;луэ,;STEM-PRS.3SG;"[""STEM-PRS.3SG""]";"[""STEM-PRS.3SG""]";1;1;False;False;True
sent_12;4;ку;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;5;мон;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;6;малпасько;STEM-PRS.12;"[""STEM-PASS-PRS.3PL"", ""STEM-PASS-FUT"", ""STEM-PRS.12""]";"[""STEM-PASS-PRS.3PL"", ""STEM-PASS-FUT"", ""STEM-PRS.12""]";3;3;True;True;True
sent_12;7;Шундыкар;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_12;8;сярысь.;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;0;Бигер;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;1;кыл;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;2;бордазы;STEM-ILL/LOC-P.3PL;"[""STEM-ILL/LOC-P.3PL""]";"[""STEM-ILL/LOC-P.3PL""]";1;1;False;False;True
sent_13;3;лякиськиз;STEM-PASS-PST-3SG;"[""STEM-PASS-PST-3SG""]";"[""STEM-PASS-PST-3SG""]";1;1;False;False;True
sent_13;4;ини;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;5;берло,;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;6;1438;STEM-EGR;"[""STEM-EGR""]";"[""STEM-EGR""]";1;1;False;False;True
sent_13;7;арысен;STEM-CVB;"[""STEM-PASS-CVB"", ""STEM-CVB""]";"[""STEM-PASS-CVB"", ""STEM-CVB""]";2;2;True;True;True
sent_13;8;кутскыса;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;9;-;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;10;куке;STEM-PL-ACC.PL;"[""STEM-PL-ACC.PL"", ""STEM-PL-P.2PL""]";"[""STEM-PL-ACC.PL"", ""STEM-PL-P.2PL""]";2;2;True;True;True
sent_13;11;соосты;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_13;12;копак;STEM-PST-3PL;"[""STEM-PST-3PL""]";"[""STEM-PST-3PL""]";1;1;False;False;True
sent_13;13;согизы;STEM-PTCP.PST;"[""STEM-EVID"", ""STEM-PTCP.PST""]";"[""STEM-EVID"", ""STEM-PTCP.PST""]";2;2;True;True;True
sent_13;14;лыктэм;STEM-PL;"[""STEM-PL""]";"[""STEM-PL""]";1;1;False;False;True
sent_14;0;Жингырес;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_14;1;уг;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_14;2;луиз.\n;STEM-PST-3SG;"[""STEM-PST-3SG""]";"[""STEM-PST-3SG""]";1;1;False;False;True
sent_15;0;Туж;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_15;1;тросэз;STEM-ACC;"[""STEM-P.3SG"", ""STEM-ACC""]";"[""STEM-P.3SG"", ""STEM-ACC""]";2;2;True;True;True
sent_15;2;кылиз;STEM-PST-3SG;"[""STEM-PST-3SG""]";"[""STEM-PST-3SG""]";1;1;False;False;True
sent_15;3;ож;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_15;4;лудын.\n;STEM-LOC;"[""STEM-LOC""]";"[""STEM-LOC""]";1;1;False;False;True
sent_16;0;Уксёдэс;STEM-P.2PL.ACC;"[""STEM-P.2PL.ACC""]";"[""STEM-P.2PL.ACC""]";1;1;False;False;True
sent_16;1;ӝикытгес;STEM-COMP;"[""STEM-COMP""]";"[""STEM-COMP""]";1;1;False;False;True
sent_16;2;кутэлэ.\n;STEM-IMP.PL-IMP.PL;"[""STEM-IMP.PL-IMP.PL""]";"[""STEM-IMP.PL-IMP.PL""]";1;1;False;False;True
sent_17;0;тазалык;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_17;1;но;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_17;2;шудбур!\n;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_18;0;улӥськод,;STEM-PRS.12-2SG;"[""STEM-PRS.12-2SG""]";"[""STEM-PRS.12-2SG""]";1;1;False;False;True
sent_18;1;кызьы;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_18;2;потэ.\n;STEM-PRS.3SG;"[""STEM-PRS.3SG""]";"[""STEM-PRS.3SG""]";1;1;False;False;True
sent_19;0;Костаськыны;STEM-PASS-INF;"[""STEM-PASS-INF""]";"[""STEM-PASS-INF""]";1;1;False;False;True
sent_19;1;солы;STEM-DAT;"[""STEM-DAT""]";"[""STEM-DAT""]";1;1;False;False;True
sent_19;2;кулэ;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_19;3;луоз;STEM-FUT-3SG;"[""STEM"", ""STEM-FUT-3SG""]";"[""STEM"", ""STEM-FUT-3SG""]";2;2;True;True;True
sent_19;4;на;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_19;5;тулысозь.\n;STEM-TERM;"[""STEM-TERM""]";"[""STEM-TERM""]";1;1;False;False;True
sent_20;0;Сырез;STEM-P.3SG;"[""STEM-P.3SG""]";"[""STEM-P.3SG""]";1;1;False;False;True
sent_20;1;усиз,;STEM-PST-3SG;"[""STEM-PST-3SG""]";"[""STEM-PST-3SG""]";1;1;False;False;True
sent_20;2;сырен;STEM-INS;"[""STEM-INS""]";"[""STEM-INS""]";1;1;False;False;True
sent_20;3;вал;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_20;4;пояськись...\n;STEM-PASS-PTCP.ACT;"[""STEM-PASS-PTCP.ACT""]";"[""STEM-PASS-PTCP.ACT""]";1;1;False;False;True
sent_21;0;Возьматы;STEM-IMP.SG;"[""STEM-IMP.SG"", ""STEM-CAUS-IMP.SG""]";"[""STEM-IMP.SG"", ""STEM-CAUS-IMP.SG""]";2;2;True;True;True
sent_21;1;ымныр;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_21;2;тустэ,\n;STEM-P.2SG.ACC;"[""STEM-P.2SG.ACC""]";"[""STEM-P.2SG.ACC""]";1;1;False;False;True
sent_22;0;Кыл;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_22;1;сётӥм,;STEM-PST-1PL;"[""STEM-PST-1PL""]";"[""STEM-PST-1PL""]";1;1;False;False;True
sent_22;2;ум;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_22;3;берытске;STEM-NEG.PL;"[""STEM-NEG.PL""]";"[""STEM-NEG.PL""]";1;1;False;False;True
sent_22;4;ноку,\n;STEM;"[""STEM""]";"[""STEM""]";1;1;False;False;True
sent_23;0;ваньзэ-ваньзэ;STEM-P.3SG.ACC;"[""STEM-P.3SG.ACC""]";"[""STEM-P.3SG.ACC""]";1;1;False;False;True
sent_23;1;умойзэ;STEM-P.3SG.ACC;"[""STEM-P.3SG.ACC""]";"[""STEM-P.3SG.ACC""]";1;1;False;False;True
sent_23;2;гинэ;STEM;"[""STEM-P.3SG.ACC""]";"[""STEM-P.3SG.ACC""]";1;1;False;False;False
sent_23;3;сизисько!!!!)));STEM-PRS.12;"[""STEM""]";"[""STEM""]";1;1;False;False;False
